表章項目,年齢5歳階級,男女別,全国・都道府県,時間軸（年月日現在）,@unit,$
人口,65～69歳,男女計,宮崎県,2022年10月1日現在,人,78716
人口,65～69歳,男女計,鹿児島県,2022年10月1日現在,人,122772
人口,65～69歳,男女計,沖縄県,2022年10月1日現在,人,92791
人口,65～69歳,男,全国,2022年10月1日現在,人,3664577
人口,65～69歳,男,北海道,2022年10月1日現在,人,168929
人口,65～69歳,男,青森県,2022年10月1日現在,人,44250
人口,65～69歳,男,岩手県,2022年10月1日現在,人,44019
人口,65～69歳,男,宮城県,2022年10月1日現在,人,74442
人口,65～69歳,男,秋田県,2022年10月1日現在,人,37698
人口,65～69歳,男,山形県,2022年10月1日現在,人,38989
人口,65～69歳,男,福島県,2022年10月1日現在,人,68708
人口,65～69歳,男,茨城県,2022年10月1日現在,人,94627
人口,65～69歳,男,栃木県,2022年10月1日現在,人,65483
人口,65～69歳,男,群馬県,2022年10月1日現在,人,61778
人口,65～69歳,男,埼玉県,2022年10月1日現在,人,203787
人口,65～69歳,男,千葉県,2022年10月1日現在,人,175243
人口,65～69歳,男,東京都,2022年10月1日現在,人,322690
人口,65～69歳,男,神奈川県,2022年10月1日現在,人,235315
人口,65～69歳,男,新潟県,2022年10月1日現在,人,76335
人口,65～69歳,男,富山県,2022年10月1日現在,人,31369
人口,65～69歳,男,石川県,2022年10月1日現在,人,32977
人口,65～69歳,男,福井県,2022年10月1日現在,人,24072
人口,65～69歳,男,山梨県,2022年10月1日現在,人,26831
人口,65～69歳,男,長野県,2022年10月1日現在,人,64634
人口,65～69歳,男,岐阜県,2022年10月1日現在,人,59033
人口,65～69歳,男,静岡県,2022年10月1日現在,人,112725
人口,65～69歳,男,愛知県,2022年10月1日現在,人,191959
人口,65～69歳,男,三重県,2022年10月1日現在,人,52259
人口,65～69歳,男,滋賀県,2022年10月1日現在,人,39461
人口,65～69歳,男,京都府,2022年10月1日現在,人,67141
人口,65～69歳,男,大阪府,2022年10月1日現在,人,219858
人口,65～69歳,男,兵庫県,2022年10月1日現在,人,154803
人口,65～69歳,男,奈良県,2022年10月1日現在,人,39175
人口,65～69歳,男,和歌山県,2022年10月1日現在,人,29366
人口,65～69歳,男,鳥取県,2022年10月1日現在,人,19191
人口,65～69歳,男,島根県,2022年10月1日現在,人,22912
人口,65～69歳,男,岡山県,2022年10月1日現在,人,55282
人口,65～69歳,男,広島県,2022年10月1日現在,人,80028
人口,65～69歳,男,山口県,2022年10月1日現在,人,43348
人口,65～69歳,男,徳島県,2022年10月1日現在,人,25289
人口,65～69歳,男,香川県,2022年10月1日現在,人,29549
人口,65～69歳,男,愛媛県,2022年10月1日現在,人,43247
人口,65～69歳,男,高知県,2022年10月1日現在,人,22850
人口,65～69歳,男,福岡県,2022年10月1日現在,人,149836
人口,65～69歳,男,佐賀県,2022年10月1日現在,人,27558
人口,65～69歳,男,長崎県,2022年10月1日現在,人,46889
人口,65～69歳,男,熊本県,2022年10月1日現在,人,59190
人口,65～69歳,男,大分県,2022年10月1日現在,人,37803
人口,65～69歳,男,宮崎県,2022年10月1日現在,人,37683
人口,65～69歳,男,鹿児島県,2022年10月1日現在,人,59853
人口,65～69歳,男,沖縄県,2022年10月1日現在,人,46113
人口,65～69歳,女,全国,2022年10月1日現在,人,3870143
人口,65～69歳,女,北海道,2022年10月1日現在,人,188915
人口,65～69歳,女,青森県,2022年10月1日現在,人,49858
人口,65～69歳,女,岩手県,2022年10月1日現在,人,45728
人口,65～69歳,女,宮城県,2022年10月1日現在,人,77985
人口,65～69歳,女,秋田県,2022年10月1日現在,人,40606
人口,65～69歳,女,山形県,2022年10月1日現在,人,40532
人口,65～69歳,女,福島県,2022年10月1日現在,人,68920
人口,65～69歳,女,茨城県,2022年10月1日現在,人,97380
人口,65～69歳,女,栃木県,2022年10月1日現在,人,66582
人口,65～69歳,女,群馬県,2022年10月1日現在,人,63011
人口,65～69歳,女,埼玉県,2022年10月1日現在,人,208991
人口,65～69歳,女,千葉県,2022年10月1日現在,人,182656
人口,65～69歳,女,東京都,2022年10月1日現在,人,328315
人口,65～69歳,女,神奈川県,2022年10月1日現在,人,240241
人口,65～69歳,女,新潟県,2022年10月1日現在,人,78717
人口,65～69歳,女,富山県,2022年10月1日現在,人,33887
人口,65～69歳,女,石川県,2022年10月1日現在,人,35470
人口,65～69歳,女,福井県,2022年10月1日現在,人,25101
人口,65～69歳,女,山梨県,2022年10月1日現在,人,27696
人口,65～69歳,女,長野県,2022年10月1日現在,人,66093
人口,65～69歳,女,岐阜県,2022年10月1日現在,人,64336
人口,65～69歳,女,静岡県,2022年10月1日現在,人,116336
人口,65～69歳,女,愛知県,2022年10月1日現在,人,198224
人口,65～69歳,女,三重県,2022年10月1日現在,人,56553
人口,65～69歳,女,滋賀県,2022年10月1日現在,人,41681
人口,65～69歳,女,京都府,2022年10月1日現在,人,74660
人口,65～69歳,女,大阪府,2022年10月1日現在,人,238303
人口,65～69歳,女,兵庫県,2022年10月1日現在,人,169383
人口,65～69歳,女,奈良県,2022年10月1日現在,人,44381
人口,65～69歳,女,和歌山県,2022年10月1日現在,人,32210
人口,65～69歳,女,鳥取県,2022年10月1日現在,人,20325
人口,65～69歳,女,島根県,2022年10月1日現在,人,23249
人口,65～69歳,女,岡山県,2022年10月1日現在,人,58528
人口,65～69歳,女,広島県,2022年10月1日現在,人,85478
人口,65～69歳,女,山口県,2022年10月1日現在,人,47043
人口,65～69歳,女,徳島県,2022年10月1日現在,人,27098
人口,65～69歳,女,香川県,2022年10月1日現在,人,31434
人口,65～69歳,女,愛媛県,2022年10月1日現在,人,47835
人口,65～69歳,女,高知県,2022年10月1日現在,人,24928
人口,65～69歳,女,福岡県,2022年10月1日現在,人,165305
人口,65～69歳,女,佐賀県,2022年10月1日現在,人,29769
人口,65～69歳,女,長崎県,2022年10月1日現在,人,50763
人口,65～69歳,女,熊本県,2022年10月1日現在,人,63746
人口,65～69歳,女,大分県,2022年10月1日現在,人,41261
人口,65～69歳,女,宮崎県,2022年10月1日現在,人,41033
人口,65～69歳,女,鹿児島県,2022年10月1日現在,人,62919
人口,65～69歳,女,沖縄県,2022年10月1日現在,人,46678
人口,70～74歳,男女計,全国,2022年10月1日現在,人,9336849
人口,70～74歳,男女計,北海道,2022年10月1日現在,人,440768
人口,70～74歳,男女計,青森県,2022年10月1日現在,人,107734
人口,70～74歳,男女計,岩手県,2022年10月1日現在,人,101554
人口,70～74歳,男女計,宮城県,2022年10月1日現在,人,175246
人口,70～74歳,男女計,秋田県,2022年10月1日現在,人,89118
人口,70～74歳,男女計,山形県,2022年10月1日現在,人,91185
人口,70～74歳,男女計,福島県,2022年10月1日現在,人,153626
人口,70～74歳,男女計,茨城県,2022年10月1日現在,人,229490
人口,70～74歳,男女計,栃木県,2022年10月1日現在,人,154843
人口,70～74歳,男女計,群馬県,2022年10月1日現在,人,153429
人口,70～74歳,男女計,埼玉県,2022年10月1日現在,人,527870
人口,70～74歳,男女計,千葉県,2022年10月1日現在,人,457461
人口,70～74歳,男女計,東京都,2022年10月1日現在,人,789336
人口,70～74歳,男女計,神奈川県,2022年10月1日現在,人,604605
人口,70～74歳,男女計,新潟県,2022年10月1日現在,人,185748
人口,70～74歳,男女計,富山県,2022年10月1日現在,人,85482
人口,70～74歳,男女計,石川県,2022年10月1日現在,人,88696
人口,70～74歳,男女計,福井県,2022年10月1日現在,人,61912
人口,70～74歳,男女計,山梨県,2022年10月1日現在,人,63908
人口,70～74歳,男女計,長野県,2022年10月1日現在,人,162171
人口,70～74歳,男女計,岐阜県,2022年10月1日現在,人,158505
人口,70～74歳,男女計,静岡県,2022年10月1日現在,人,285250
人口,70～74歳,男女計,愛知県,2022年10月1日現在,人,498014
人口,70～74歳,男女計,三重県,2022年10月1日現在,人,136547
人口,70～74歳,男女計,滋賀県,2022年10月1日現在,人,100788
人口,70～74歳,男女計,京都府,2022年10月1日現在,人,196617
人口,70～74歳,男女計,大阪府,2022年10月1日現在,人,622656
人口,70～74歳,男女計,兵庫県,2022年10月1日現在,人,414633
人口,70～74歳,男女計,奈良県,2022年10月1日現在,人,110060
人口,70～74歳,男女計,和歌山県,2022年10月1日現在,人,78073
人口,70～74歳,男女計,鳥取県,2022年10月1日現在,人,45809
人口,70～74歳,男女計,島根県,2022年10月1日現在,人,57589
人口,70～74歳,男女計,岡山県,2022年10月1日現在,人,144791
人口,70～74歳,男女計,広島県,2022年10月1日現在,人,211121
人口,70～74歳,男女計,山口県,2022年10月1日現在,人,118299
人口,70～74歳,男女計,徳島県,2022年10月1日現在,人,65215
人口,70～74歳,男女計,香川県,2022年10月1日現在,人,79265
人口,70～74歳,男女計,愛媛県,2022年10月1日現在,人,115217
人口,70～74歳,男女計,高知県,2022年10月1日現在,人,61289
人口,70～74歳,男女計,福岡県,2022年10月1日現在,人,385305
人口,70～74歳,男女計,佐賀県,2022年10月1日現在,人,65210
人口,70～74歳,男女計,長崎県,2022年10月1日現在,人,112702
人口,70～74歳,男女計,熊本県,2022年10月1日現在,人,138709
人口,70～74歳,男女計,大分県,2022年10月1日現在,人,96187
人口,70～74歳,男女計,宮崎県,2022年10月1日現在,人,90854
人口,70～74歳,男女計,鹿児島県,2022年10月1日現在,人,132466
人口,70～74歳,男女計,沖縄県,2022年10月1日現在,人,91496
人口,70～74歳,男,全国,2022年10月1日現在,人,4405103
人口,70～74歳,男,北海道,2022年10月1日現在,人,200305
人口,70～74歳,男,青森県,2022年10月1日現在,人,49624
人口,70～74歳,男,岩手県,2022年10月1日現在,人,48457
人口,70～74歳,男,宮城県,2022年10月1日現在,人,83789
人口,70～74歳,男,秋田県,2022年10月1日現在,人,41934
人口,70～74歳,男,山形県,2022年10月1日現在,人,44756
人口,70～74歳,男,福島県,2022年10月1日現在,人,75410
人口,70～74歳,男,茨城県,2022年10月1日現在,人,109827
人口,70～74歳,男,栃木県,2022年10月1日現在,人,75161
人口,70～74歳,男,群馬県,2022年10月1日現在,人,73559
人口,70～74歳,男,埼玉県,2022年10月1日現在,人,249793
人口,70～74歳,男,千葉県,2022年10月1日現在,人,216671
人口,70～74歳,男,東京都,2022年10月1日現在,人,375811
人口,70～74歳,男,神奈川県,2022年10月1日現在,人,286512
人口,70～74歳,男,新潟県,2022年10月1日現在,人,89207
人口,70～74歳,男,富山県,2022年10月1日現在,人,40210
人口,70～74歳,男,石川県,2022年10月1日現在,人,41522
人口,70～74歳,男,福井県,2022年10月1日現在,人,29663
人口,70～74歳,男,山梨県,2022年10月1日現在,人,30714
人口,70～74歳,男,長野県,2022年10月1日現在,人,77928
人口,70～74歳,男,岐阜県,2022年10月1日現在,人,75041
人口,70～74歳,男,静岡県,2022年10月1日現在,人,136675
人口,70～74歳,男,愛知県,2022年10月1日現在,人,234708
人口,70～74歳,男,三重県,2022年10月1日現在,人,64166
人口,70～74歳,男,滋賀県,2022年10月1日現在,人,48104
人口,70～74歳,男,京都府,2022年10月1日現在,人,90287
人口,70～74歳,男,大阪府,2022年10月1日現在,人,286269
人口,70～74歳,男,兵庫県,2022年10月1日現在,人,192666
人口,70～74歳,男,奈良県,2022年10月1日現在,人,50607
人口,70～74歳,男,和歌山県,2022年10月1日現在,人,36304
人口,70～74歳,男,鳥取県,2022年10月1日現在,人,21823
人口,70～74歳,男,島根県,2022年10月1日現在,人,28071
人口,70～74歳,男,岡山県,2022年10月1日現在,人,68101
人口,70～74歳,男,広島県,2022年10月1日現在,人,99380
人口,70～74歳,男,山口県,2022年10月1日現在,人,55166
人口,70～74歳,男,徳島県,2022年10月1日現在,人,31306
人口,70～74歳,男,香川県,2022年10月1日現在,人,37439
人口,70～74歳,男,愛媛県,2022年10月1日現在,人,53869
人口,70～74歳,男,高知県,2022年10月1日現在,人,28879
人口,70～74歳,男,福岡県,2022年10月1日現在,人,177833
人口,70～74歳,男,佐賀県,2022年10月1日現在,人,30929
人口,70～74歳,男,長崎県,2022年10月1日現在,人,53236
人口,70～74歳,男,熊本県,2022年10月1日現在,人,65938
人口,70～74歳,男,大分県,2022年10月1日現在,人,45157
人口,70～74歳,男,宮崎県,2022年10月1日現在,人,42610
人口,70～74歳,男,鹿児島県,2022年10月1日現在,人,64558
人口,70～74歳,男,沖縄県,2022年10月1日現在,人,45128
人口,70～74歳,女,全国,2022年10月1日現在,人,4931746
人口,70～74歳,女,北海道,2022年10月1日現在,人,240463
人口,70～74歳,女,青森県,2022年10月1日現在,人,58110
人口,70～74歳,女,岩手県,2022年10月1日現在,人,53097
人口,70～74歳,女,宮城県,2022年10月1日現在,人,91457
人口,70～74歳,女,秋田県,2022年10月1日現在,人,47184
人口,70～74歳,女,山形県,2022年10月1日現在,人,46429
人口,70～74歳,女,福島県,2022年10月1日現在,人,78216
人口,70～74歳,女,茨城県,2022年10月1日現在,人,119663
人口,70～74歳,女,栃木県,2022年10月1日現在,人,79682
人口,70～74歳,女,群馬県,2022年10月1日現在,人,79870
人口,70～74歳,女,埼玉県,2022年10月1日現在,人,278077
人口,70～74歳,女,千葉県,2022年10月1日現在,人,240790
人口,70～74歳,女,東京都,2022年10月1日現在,人,413525
人口,70～74歳,女,神奈川県,2022年10月1日現在,人,318093
人口,70～74歳,女,新潟県,2022年10月1日現在,人,96541
人口,70～74歳,女,富山県,2022年10月1日現在,人,45272
人口,70～74歳,女,石川県,2022年10月1日現在,人,47174
人口,70～74歳,女,福井県,2022年10月1日現在,人,32249
人口,70～74歳,女,山梨県,2022年10月1日現在,人,33194
人口,70～74歳,女,長野県,2022年10月1日現在,人,84243
人口,70～74歳,女,岐阜県,2022年10月1日現在,人,83464
人口,70～74歳,女,静岡県,2022年10月1日現在,人,148575
人口,70～74歳,女,愛知県,2022年10月1日現在,人,263306
人口,70～74歳,女,三重県,2022年10月1日現在,人,72381
人口,70～74歳,女,滋賀県,2022年10月1日現在,人,52684
人口,70～74歳,女,京都府,2022年10月1日現在,人,106330
人口,70～74歳,女,大阪府,2022年10月1日現在,人,336387
人口,70～74歳,女,兵庫県,2022年10月1日現在,人,221967
人口,70～74歳,女,奈良県,2022年10月1日現在,人,59453
人口,70～74歳,女,和歌山県,2022年10月1日現在,人,41769
人口,70～74歳,女,鳥取県,2022年10月1日現在,人,23986
人口,70～74歳,女,島根県,2022年10月1日現在,人,29518
人口,70～74歳,女,岡山県,2022年10月1日現在,人,76690
人口,70～74歳,女,広島県,2022年10月1日現在,人,111741
人口,70～74歳,女,山口県,2022年10月1日現在,人,63133
人口,70～74歳,女,徳島県,2022年10月1日現在,人,33909
人口,70～74歳,女,香川県,2022年10月1日現在,人,41826
人口,70～74歳,女,愛媛県,2022年10月1日現在,人,61348
人口,70～74歳,女,高知県,2022年10月1日現在,人,32410
人口,70～74歳,女,福岡県,2022年10月1日現在,人,207472
人口,70～74歳,女,佐賀県,2022年10月1日現在,人,34281
人口,70～74歳,女,長崎県,2022年10月1日現在,人,59466
人口,70～74歳,女,熊本県,2022年10月1日現在,人,72771
人口,70～74歳,女,大分県,2022年10月1日現在,人,51030
人口,70～74歳,女,宮崎県,2022年10月1日現在,人,48244
人口,70～74歳,女,鹿児島県,2022年10月1日現在,人,67908
人口,70～74歳,女,沖縄県,2022年10月1日現在,人,46368
人口,75～79歳,男女計,全国,2022年10月1日現在,人,7029591
人口,75～79歳,男女計,北海道,2022年10月1日現在,人,314164
人口,75～79歳,男女計,青森県,2022年10月1日現在,人,75346
人口,75～79歳,男女計,岩手県,2022年10月1日現在,人,70299
人口,75～79歳,男女計,宮城県,2022年10月1日現在,人,115479
人口,75～79歳,男女計,秋田県,2022年10月1日現在,人,60993
人口,75～79歳,男女計,山形県,2022年10月1日現在,人,60882
人口,75～79歳,男女計,福島県,2022年10月1日現在,人,98256
人口,75～79歳,男女計,茨城県,2022年10月1日現在,人,169071
人口,75～79歳,男女計,栃木県,2022年10月1日現在,人,107946
人口,75～79歳,男女計,群馬県,2022年10月1日現在,人,117080
人口,75～79歳,男女計,埼玉県,2022年10月1日現在,人,426350
人口,75～79歳,男女計,千葉県,2022年10月1日現在,人,369325
人口,75～79歳,男女計,東京都,2022年10月1日現在,人,636977
人口,75～79歳,男女計,神奈川県,2022年10月1日現在,人,489357
人口,75～79歳,男女計,新潟県,2022年10月1日現在,人,128388
人口,75～79歳,男女計,富山県,2022年10月1日現在,人,67638
人口,75～79歳,男女計,石川県,2022年10月1日現在,人,67802
人口,75～79歳,男女計,福井県,2022年10月1日現在,人,42239
人口,75～79歳,男女計,山梨県,2022年10月1日現在,人,46855
人口,75～79歳,男女計,長野県,2022年10月1日現在,人,124349
人口,75～79歳,男女計,岐阜県,2022年10月1日現在,人,117480
人口,75～79歳,男女計,静岡県,2022年10月1日現在,人,214246
人口,75～79歳,男女計,愛知県,2022年10月1日現在,人,395195
人口,75～79歳,男女計,三重県,2022年10月1日現在,人,103559
人口,75～79歳,男女計,滋賀県,2022年10月1日現在,人,73562
人口,75～79歳,男女計,京都府,2022年10月1日現在,人,153742
人口,75～79歳,男女計,大阪府,2022年10月1日現在,人,507566
人口,75～79歳,男女計,兵庫県,2022年10月1日現在,人,320839
人口,75～79歳,男女計,奈良県,2022年10月1日現在,人,85415
人口,75～79歳,男女計,和歌山県,2022年10月1日現在,人,58559
人口,75～79歳,男女計,鳥取県,2022年10月1日現在,人,31095
人口,75～79歳,男女計,島根県,2022年10月1日現在,人,40360
人口,75～79歳,男女計,岡山県,2022年10月1日現在,人,113381
人口,75～79歳,男女計,広島県,2022年10月1日現在,人,166673
人口,75～79歳,男女計,山口県,2022年10月1日現在,人,89439
人口,75～79歳,男女計,徳島県,2022年10月1日現在,人,43621
人口,75～79歳,男女計,香川県,2022年10月1日現在,人,57684
人口,75～79歳,男女計,愛媛県,2022年10月1日現在,人,81820
人口,75～79歳,男女計,高知県,2022年10月1日現在,人,46034
人口,75～79歳,男女計,福岡県,2022年10月1日現在,人,267509
人口,75～79歳,男女計,佐賀県,2022年10月1日現在,人,42704
人口,75～79歳,男女計,長崎県,2022年10月1日現在,人,74307
人口,75～79歳,男女計,熊本県,2022年10月1日現在,人,94590
人口,75～79歳,男女計,大分県,2022年10月1日現在,人,68365
人口,75～79歳,男女計,宮崎県,2022年10月1日現在,人,59645
人口,75～79歳,男女計,鹿児島県,2022年10月1日現在,人,84170
人口,75～79歳,男女計,沖縄県,2022年10月1日現在,人,49235
人口,75～79歳,男,全国,2022年10月1日現在,人,3151269
人口,75～79歳,男,北海道,2022年10月1日現在,人,133861
人口,75～79歳,男,青森県,2022年10月1日現在,人,32297
人口,75～79歳,男,岩手県,2022年10月1日現在,人,31219
人口,75～79歳,男,宮城県,2022年10月1日現在,人,52714
人口,75～79歳,男,秋田県,2022年10月1日現在,人,26613
人口,75～79歳,男,山形県,2022年10月1日現在,人,28202
人口,75～79歳,男,福島県,2022年10月1日現在,人,45438
人口,75～79歳,男,茨城県,2022年10月1日現在,人,78941
人口,75～79歳,男,栃木県,2022年10月1日現在,人,50269
人口,75～79歳,男,群馬県,2022年10月1日現在,人,54113
人口,75～79歳,男,埼玉県,2022年10月1日現在,人,193972
人口,75～79歳,男,千葉県,2022年10月1日現在,人,167740
人口,75～79歳,男,東京都,2022年10月1日現在,人,281431
人口,75～79歳,男,神奈川県,2022年10月1日現在,人,220392
人口,75～79歳,男,新潟県,2022年10月1日現在,人,58846
人口,75～79歳,男,富山県,2022年10月1日現在,人,30500
人口,75～79歳,男,石川県,2022年10月1日現在,人,30789
人口,75～79歳,男,福井県,2022年10月1日現在,人,19300
人口,75～79歳,男,山梨県,2022年10月1日現在,人,21569
人口,75～79歳,男,長野県,2022年10月1日現在,人,57319
人口,75～79歳,男,岐阜県,2022年10月1日現在,人,53826
人口,75～79歳,男,静岡県,2022年10月1日現在,人,98073
人口,75～79歳,男,愛知県,2022年10月1日現在,人,180355
人口,75～79歳,男,三重県,2022年10月1日現在,人,47158
人口,75～79歳,男,滋賀県,2022年10月1日現在,人,34002
人口,75～79歳,男,京都府,2022年10月1日現在,人,67816
人口,75～79歳,男,大阪府,2022年10月1日現在,人,221795
人口,75～79歳,男,兵庫県,2022年10月1日現在,人,142257
人口,75～79歳,男,奈良県,2022年10月1日現在,人,37996
人口,75～79歳,男,和歌山県,2022年10月1日現在,人,25646
人口,75～79歳,男,鳥取県,2022年10月1日現在,人,13954
人口,75～79歳,男,島根県,2022年10月1日現在,人,18271
人口,75～79歳,男,岡山県,2022年10月1日現在,人,50967
人口,75～79歳,男,広島県,2022年10月1日現在,人,75053
人口,75～79歳,男,山口県,2022年10月1日現在,人,39156
人口,75～79歳,男,徳島県,2022年10月1日現在,人,19909
人口,75～79歳,男,香川県,2022年10月1日現在,人,26090
人口,75～79歳,男,愛媛県,2022年10月1日現在,人,36257
人口,75～79歳,男,高知県,2022年10月1日現在,人,20356
人口,75～79歳,男,福岡県,2022年10月1日現在,人,116152
人口,75～79歳,男,佐賀県,2022年10月1日現在,人,18819
人口,75～79歳,男,長崎県,2022年10月1日現在,人,32368
人口,75～79歳,男,熊本県,2022年10月1日現在,人,42152
人口,75～79歳,男,大分県,2022年10月1日現在,人,30100
人口,75～79歳,男,宮崎県,2022年10月1日現在,人,26593
人口,75～79歳,男,鹿児島県,2022年10月1日現在,人,37914
人口,75～79歳,男,沖縄県,2022年10月1日現在,人,22709
人口,75～79歳,女,全国,2022年10月1日現在,人,3878322
人口,75～79歳,女,北海道,2022年10月1日現在,人,180303
人口,75～79歳,女,青森県,2022年10月1日現在,人,43049
人口,75～79歳,女,岩手県,2022年10月1日現在,人,39080
人口,75～79歳,女,宮城県,2022年10月1日現在,人,62765
人口,75～79歳,女,秋田県,2022年10月1日現在,人,34380
人口,75～79歳,女,山形県,2022年10月1日現在,人,32680
人口,75～79歳,女,福島県,2022年10月1日現在,人,52818
人口,75～79歳,女,茨城県,2022年10月1日現在,人,90130
人口,75～79歳,女,栃木県,2022年10月1日現在,人,57677
人口,75～79歳,女,群馬県,2022年10月1日現在,人,62967
人口,75～79歳,女,埼玉県,2022年10月1日現在,人,232378
人口,75～79歳,女,千葉県,2022年10月1日現在,人,201585
人口,75～79歳,女,東京都,2022年10月1日現在,人,355546
人口,75～79歳,女,神奈川県,2022年10月1日現在,人,268965
人口,75～79歳,女,新潟県,2022年10月1日現在,人,69542
人口,75～79歳,女,富山県,2022年10月1日現在,人,37138
人口,75～79歳,女,石川県,2022年10月1日現在,人,37013
人口,75～79歳,女,福井県,2022年10月1日現在,人,22939
人口,75～79歳,女,山梨県,2022年10月1日現在,人,25286
人口,75～79歳,女,長野県,2022年10月1日現在,人,67030
人口,75～79歳,女,岐阜県,2022年10月1日現在,人,63654
人口,75～79歳,女,静岡県,2022年10月1日現在,人,116173
人口,75～79歳,女,愛知県,2022年10月1日現在,人,214840
人口,75～79歳,女,三重県,2022年10月1日現在,人,56401
人口,75～79歳,女,滋賀県,2022年10月1日現在,人,39560
人口,75～79歳,女,京都府,2022年10月1日現在,人,85926
人口,75～79歳,女,大阪府,2022年10月1日現在,人,285771
人口,75～79歳,女,兵庫県,2022年10月1日現在,人,178582
人口,75～79歳,女,奈良県,2022年10月1日現在,人,47419
人口,75～79歳,女,和歌山県,2022年10月1日現在,人,32913
人口,75～79歳,女,鳥取県,2022年10月1日現在,人,17141
人口,75～79歳,女,島根県,2022年10月1日現在,人,22089
人口,75～79歳,女,岡山県,2022年10月1日現在,人,62414
人口,75～79歳,女,広島県,2022年10月1日現在,人,91620
人口,75～79歳,女,山口県,2022年10月1日現在,人,50283
人口,75～79歳,女,徳島県,2022年10月1日現在,人,23712
人口,75～79歳,女,香川県,2022年10月1日現在,人,31594
人口,75～79歳,女,愛媛県,2022年10月1日現在,人,45563
人口,75～79歳,女,高知県,2022年10月1日現在,人,25678
人口,75～79歳,女,福岡県,2022年10月1日現在,人,151357
人口,75～79歳,女,佐賀県,2022年10月1日現在,人,23885
人口,75～79歳,女,長崎県,2022年10月1日現在,人,41939
人口,75～79歳,女,熊本県,2022年10月1日現在,人,52438
人口,75～79歳,女,大分県,2022年10月1日現在,人,38265
人口,75～79歳,女,宮崎県,2022年10月1日現在,人,33052
人口,75～79歳,女,鹿児島県,2022年10月1日現在,人,46256
人口,75～79歳,女,沖縄県,2022年10月1日現在,人,26526
人口,80～84歳,男女計,全国,2022年10月1日現在,人,5742867
人口,80～84歳,男女計,北海道,2022年10月1日現在,人,259304
人口,80～84歳,男女計,青森県,2022年10月1日現在,人,62896
人口,80～84歳,男女計,岩手県,2022年10月1日現在,人,62859
人口,80～84歳,男女計,宮城県,2022年10月1日現在,人,96009
人口,80～84歳,男女計,秋田県,2022年10月1日現在,人,54181
人口,80～84歳,男女計,山形県,2022年10月1日現在,人,53569
人口,80～84歳,男女計,福島県,2022年10月1日現在,人,84230
人口,80～84歳,男女計,茨城県,2022年10月1日現在,人,132058
人口,80～84歳,男女計,栃木県,2022年10月1日現在,人,82488
人口,80～84歳,男女計,群馬県,2022年10月1日現在,人,90658
人口,80～84歳,男女計,埼玉県,2022年10月1日現在,人,334044
人口,80～84歳,男女計,千葉県,2022年10月1日現在,人,287565
人口,80～84歳,男女計,東京都,2022年10月1日現在,人,526383
人口,80～84歳,男女計,神奈川県,2022年10月1日現在,人,398041
人口,80～84歳,男女計,新潟県,2022年10月1日現在,人,108792
人口,80～84歳,男女計,富山県,2022年10月1日現在,人,51855
人口,80～84歳,男女計,石川県,2022年10月1日現在,人,51056
人口,80～84歳,男女計,福井県,2022年10月1日現在,人,34871
人口,80～84歳,男女計,山梨県,2022年10月1日現在,人,38975
人口,80～84歳,男女計,長野県,2022年10月1日現在,人,103135
人口,80～84歳,男女計,岐阜県,2022年10月1日現在,人,96197
人口,80～84歳,男女計,静岡県,2022年10月1日現在,人,175105
人口,80～84歳,男女計,愛知県,2022年10月1日現在,人,319039
人口,80～84歳,男女計,三重県,2022年10月1日現在,人,84205
人口,80～84歳,男女計,滋賀県,2022年10月1日現在,人,56778
人口,80～84歳,男女計,京都府,2022年10月1日現在,人,123838
人口,80～84歳,男女計,大阪府,2022年10月1日現在,人,426318
人口,80～84歳,男女計,兵庫県,2022年10月1日現在,人,258775
人口,80～84歳,男女計,奈良県,2022年10月1日現在,人,69790
人口,80～84歳,男女計,和歌山県,2022年10月1日現在,人,49088
人口,80～84歳,男女計,鳥取県,2022年10月1日現在,人,25675
人口,80～84歳,男女計,島根県,2022年10月1日現在,人,32747
人口,80～84歳,男女計,岡山県,2022年10月1日現在,人,88960
人口,80～84歳,男女計,広島県,2022年10月1日現在,人,128645
人口,80～84歳,男女計,山口県,2022年10月1日現在,人,72577
人口,80～84歳,男女計,徳島県,2022年10月1日現在,人,36055
人口,80～84歳,男女計,香川県,2022年10月1日現在,人,45032
人口,80～84歳,男女計,愛媛県,2022年10月1日現在,人,67067
人口,80～84歳,男女計,高知県,2022年10月1日現在,人,36977
人口,80～84歳,男女計,福岡県,2022年10月1日現在,人,219579
人口,80～84歳,男女計,佐賀県,2022年10月1日現在,人,36716
人口,80～84歳,男女計,長崎県,2022年10月1日現在,人,65480
人口,80～84歳,男女計,熊本県,2022年10月1日現在,人,81561
人口,80～84歳,男女計,大分県,2022年10月1日現在,人,56515
人口,80～84歳,男女計,宮崎県,2022年10月1日現在,人,51818
人口,80～84歳,男女計,鹿児島県,2022年10月1日現在,人,76167
人口,80～84歳,男女計,沖縄県,2022年10月1日現在,人,49194
人口,80～84歳,男,全国,2022年10月1日現在,人,2392447
人口,80～84歳,男,北海道,2022年10月1日現在,人,101660
人口,80～84歳,男,青森県,2022年10月1日現在,人,23816
人口,80～84歳,男,岩手県,2022年10月1日現在,人,24622
人口,80～84歳,男,宮城県,2022年10月1日現在,人,39905
人口,80～84歳,男,秋田県,2022年10月1日現在,人,20738
人口,80～84歳,男,山形県,2022年10月1日現在,人,22001
